ResponseId,Career_level,Research_approach,Discipline,Discipline_category,Awareness_Open_Research,Awareness_Preregistration,Awareness_Open_Material,Awareness_Open_Protocols,Awareness_Open_Data,Awareness_FAIR_Data,Awareness_Open_Code/Software,Awareness_Preprints,Awareness_Open_Peer_Review,Awareness_Open_Access,Awareness_Replication_Studies,Awareness_Co-production,Awareness_Recognising_Contributions,Awareness_Citizen_Science,Use_Open_Research,Use_Preregistration,Use_Open_Material,Use_Open_Protocols,Use_Open_Data,Use_FAIR_Data,Use_Open_Code/Software,Use_Preprints,Use_Open_Peer_Review,Use_Open_Access,Use_Replication_Studies,Use_Co-production,Use_Recognising_Contributions,Use_Citizen_Science,Attitudes_Usefulness,Attitudes_Participation,Attitudes_Confidence,Attitudes_Comprehension,Attitudes_Support,Attitudes_Training,Attitudes_Norms,Attitudes_Resources,Attitudes_Assessment,Facilitators_Guidance,Facilitators_Training,Facilitators_Ethical_clarity,Facilitators_Prioritisation,Facilitators_Infrastructure,Facilitators_Time_allocation,Facilitators_Incentives,Facilitators_Recognition,Facilitators_Peer_support,Facilitators_Disciplinary_norms,Facilitators_No_intention,Facilitators_Already_engaged,Facilitators_Something_else,Methods_Archival_/_primary_source,Methods_Case_study_analysis,Methods_Experimental_methods,Methods_Interview_methods,Methods_Meta-analysis_/_research_synthesis,Methods_Observational_methods,Methods_Practise-based_research,Methods_Probabilistic_/_simulation_methods,Methods_Secondary_source_analysis,Methods_Survey_based_methods,Methods_Theoretical_research,Methods_Other
R_8w7aeOFBHYTIO7H,Senior,Both,"Literature, language and area studies",Arts and Humanities,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,No,NA,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,Not applicable to my research,Strongly disagree,Somewhat disagree,Neutral,Somewhat agree,Neutral,Neutral,Neutral,Neutral,Neutral,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
R_85AykwOXdvwEw5f,Mid,Both,Computing and information sciences,Physical Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,I use it often,I have used it,I use it often,I have used it,I use it often,I use it often,I use it often,I use it often,I have NOT used it,I use it often,I have used it,I have used it,I have NOT used it,I have NOT used it,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Somewhat agree,Not applicable,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
R_21NOLF1RZ0WtWNT,Mid,Both,Medical-allied subjects,Health & Biological Sciences,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have NOT used it,I have NOT used it,I have NOT used it,I use it often,I have NOT used it,I have NOT used it,I have used it,I have used it,I have NOT used it,I use it often,I have NOT used it,I have used it,I use it often,I have NOT used it,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_2xQayu1JhbSFziN,Junior,Neither,Economics,Social Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,I have used it,Not applicable to my research,Not applicable to my research,Neutral,Somewhat disagree,Neutral,Neutral,Neutral,NA,Neutral,Neutral,Neutral,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
R_85ZT74nu21GtE4V,Junior,Qualitative,Medical-allied subjects,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,I have used it,I have used it,I use it often,I use it often,I have NOT used it,Not applicable to my research,I have NOT used it,I have NOT used it,I use it often,I have used it,I use it often,I use it often,I have used it,Somewhat agree,Strongly agree,Neutral,Neutral,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
R_8fHBcXLpvt6fVm8,Senior,Both,History and classics,Arts and Humanities,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,Neutral,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Somewhat disagree,Strongly disagree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
R_2ZDoMsOwmiZf13E,Junior,Quantitative,Medical-allied subjects,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,I have used it,I have used it,I use it often,I use it often,I have used it,Not applicable to my research,I have NOT used it,I have used it,I have NOT used it,I use it often,Not applicable to my research,I use it often,I use it often,Not applicable to my research,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Somewhat disagree,Not applicable,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
R_2eDJsxo7F2AzrZf,Junior,Quantitative,Engineering and technology,Physical Sciences,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,Not applicable to my research,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Neutral,Neutral,Not applicable,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
R_8ehp4bAdTFHa83A,Mid,Quantitative,Biosciences,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,I have used it,I have NOT used it,Not applicable to my research,I have NOT used it,I have used it,I have used it,Not applicable to my research,I have used it,I have used it,I have used it,I have NOT used it,I have NOT used it,I use it often,I have NOT used it,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Not applicable,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
R_27eTSiyvQC9V8Wk,Junior,Both,Engineering and technology,Physical Sciences,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,I have used it,I have NOT used it,Not applicable to my research,I have NOT used it,I have used it,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,Not applicable to my research,I have used it,I have NOT used it,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Neutral,Somewhat disagree,Somewhat disagree,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
R_2Fha5Gb3x2bYNCS,Senior,Both,Medicine and dentistry,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I use it often,I use it often,I have used it,I use it often,I use it often,I have NOT used it,I have used it,I use it often,I have used it,I use it often,Not applicable to my research,I use it often,I use it often,I have NOT used it,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Somewhat agree,Somewhat disagree,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
R_2NEMOhFVScFsB2k,Junior,Both,Medical-allied subjects,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,I use it often,I have used it,I use it often,I have used it,I have NOT used it,I have used it,I have used it,I have used it,I use it often,I have NOT used it,I have used it,I use it often,I use it often,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neutral,Somewhat agree,Strongly disagree,Not applicable,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
R_8KCw3mCTIzn1tZL,Mid,Qualitative,Social sciences,Social Sciences,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,Not applicable to my research,I have used it,I have NOT used it,I use it often,Not applicable to my research,I have used it,I use it often,I have NOT used it,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Not applicable,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
R_8GBKLXaro6hS7BX,Mid,Quantitative,Physical sciences,Physical Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I use it often,Not applicable to my research,Not applicable to my research,I use it often,I use it often,I use it often,I use it often,I use it often,I use it often,I use it often,Not applicable to my research,Not applicable to my research,I use it often,Not applicable to my research,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly disagree,Strongly agree,Not applicable,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
R_27h86vfKtk2h64F,Senior,Both,Social sciences,Social Sciences,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,I have used it,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,I have used it,I have used it,I have NOT used it,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat disagree,Somewhat disagree,Somewhat disagree,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
R_2cSxOI6QvsIunwg,Mid,Both,Physical sciences,Physical Sciences,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,I have NOT used it,Not applicable to my research,I have NOT used it,I have used it,I have used it,I use it often,I have used it,I have used it,I have NOT used it,I have used it,I have NOT used it,I have NOT used it,I use it often,I have NOT used it,Neutral,Somewhat agree,Neutral,Neutral,Somewhat agree,Strongly agree,Neutral,Neutral,Neutral,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
R_2gRt8ffeWjrjV8U,Senior,Both,Business and management,Social Sciences,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,I have used it,NA,I have used it,I have NOT used it,I have used it,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,I have used it,Not applicable to my research,I have used it,I have NOT used it,I have NOT used it,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neutral,Neutral,Somewhat agree,Neutral,Somewhat disagree,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
R_8tytE0tiXOAXdja,Senior,Qualitative,History and classics,Arts and Humanities,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,Not applicable to my research,I have used it,Not applicable to my research,I have used it,I have NOT used it,Not applicable to my research,I have NOT used it,I have used it,I use it often,Not applicable to my research,I have used it,I use it often,Not applicable to my research,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neutral,Neutral,Somewhat agree,Not applicable,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
R_8c7P65gPcoCtCRf,Mid,Qualitative,Philosophy and religious studies,Arts and Humanities,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I use it often,I have NOT used it,Not applicable to my research,I use it often,Not applicable to my research,I have NOT used it,Not applicable to my research,I have used it,I have NOT used it,I have used it,Not applicable to my research,I have NOT used it,I use it often,Not applicable to my research,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Not applicable,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
R_27J1PbVb4a62wZQ,Junior,Quantitative,Medical-allied subjects,Health & Biological Sciences,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,I have NOT used it,I have NOT used it,Not applicable to my research,I have NOT used it,I have NOT used it,I have NOT used it,Not applicable to my research,I have used it,I have used it,I use it often,I have used it,I have used it,I use it often,Not applicable to my research,Neutral,Neutral,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Not applicable,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_8rEqmzgEUTZL7cl,Junior,Quantitative,Veterinary sciences,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,I have used it,I have used it,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,Not applicable to my research,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Not applicable,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_8taOjMEooaogPW7,Junior,Both,Engineering and technology,Physical Sciences,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,I have used it,Not applicable to my research,I have NOT used it,I have NOT used it,I have used it,Not applicable to my research,Not applicable to my research,I have NOT used it,I have NOT used it,I have used it,Not applicable to my research,I have NOT used it,I use it often,Not applicable to my research,Somewhat agree,Somewhat agree,Neutral,Neutral,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Not applicable,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
R_8HnaRRvAnKpC9RA,Senior,Both,Medicine and dentistry,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,I have used it,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,I have NOT used it,Not applicable to my research,I have used it,I have used it,I have used it,I have NOT used it,I have used it,I use it often,I have NOT used it,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neutral,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_2m9nqLAdte4SmT2,Senior,Quantitative,Physical sciences,Physical Sciences,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,I have used it,I have NOT used it,I use it often,I use it often,I have used it,I have used it,I have used it,I have used it,I have used it,I use it often,I have used it,Not applicable to my research,I use it often,Not applicable to my research,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Neutral,Not applicable,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_2SVbXXFyDS22j0R,Junior,Quantitative,Engineering and technology,Physical Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,I have NOT used it,Not applicable to my research,I use it often,I use it often,I use it often,I use it often,I use it often,I use it often,I use it often,I use it often,I use it often,I use it often,Not applicable to my research,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Not applicable,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
R_2BzX8f8XbIgzosh,Junior,Both,Geography and environmental studies,Social Sciences,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I use it often,Not applicable to my research,Not applicable to my research,I have used it,I use it often,I use it often,I use it often,I use it often,I have used it,I have used it,I have used it,I have used it,I have used it,I have used it,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
R_2wqQbRiiwQuyWGJ,Mid,Quantitative,Engineering and technology,Physical Sciences,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have NOT used it,Not applicable to my research,I have NOT used it,I have used it,I have used it,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,I use it often,I have used it,Not applicable to my research,I use it often,Not applicable to my research,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Strongly agree,Strongly disagree,Not applicable,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
R_2NqsGnFNkS8blJO,Junior,Both,Philosophy and religious studies,Arts and Humanities,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,Not applicable to my research,Not applicable to my research,I have NOT used it,Not applicable to my research,Strongly agree,Neutral,Neutral,Somewhat agree,Neutral,Neutral,Somewhat disagree,Strongly agree,Strongly disagree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
R_2CHYa9WIF8PUi6B,Junior,Both,Engineering and technology,Physical Sciences,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,I have NOT used it,I have used it,I have used it,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neutral,Not applicable,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
R_8M1Ck0PwjRQu4tb,Junior,Qualitative,"Literature, language and area studies",Arts and Humanities,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,I have NOT used it,Not applicable to my research,Not applicable to my research,Not applicable to my research,I have NOT used it,Not applicable to my research,Not applicable to my research,I have NOT used it,I have NOT used it,I have NOT used it,Not applicable to my research,I have NOT used it,I have NOT used it,I have NOT used it,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Neutral,Neutral,Neutral,Somewhat disagree,Somewhat disagree,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
R_8vEik9WQjcWNFrb,Senior,Qualitative,Law,Social Sciences,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,NA,NA,I use it often,NA,I have NOT used it,NA,NA,NA,I have used it,I use it often,NA,I use it often,I have used it,NA,Somewhat agree,Somewhat disagree,Neutral,Neutral,Neutral,Somewhat disagree,Neutral,Neutral,Neutral,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
R_2gBIbjxIDk3Mfaf,Senior,Qualitative,Social sciences,Social Sciences,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,I have used it,I have used it,I have used it,I have used it,I have used it,Not applicable to my research,Not applicable to my research,I use it often,I have NOT used it,I use it often,I have used it,I have NOT used it,I have NOT used it,I have used it,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Strongly agree,Neutral,Strongly agree,Somewhat disagree,Somewhat disagree,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
R_8P0aSs2FT7PzEbU,Senior,Neither,"Design, creative and performing arts",Arts and Humanities,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,I use it often,NA,NA,NA,NA,NA,Not applicable to my research,I have used it,NA,I use it often,NA,I have used it,NA,NA,Somewhat agree,Neutral,Neutral,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_82YeQvxGIZ6mUj7,Junior,Quantitative,Engineering and technology,Physical Sciences,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I use it often,I have NOT used it,I have used it,I have used it,I have NOT used it,I use it often,I have used it,I have NOT used it,I have used it,I have NOT used it,Somewhat agree,Strongly agree,Somewhat disagree,Neutral,Neutral,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
